('000019c5-d0e2-4f15-bd0c-8375a48698e5'	'_KeRaMiS_'	'46.109.172.49')
('a8c9a44b-f29d-4fbd-aa17-53a2f9426d61'	'CipherHere'	'69.167.10.124')
('a8c9a46e-2be6-4f65-9e6f-70f45d2262fd'	'DVS'	'73.219.245.161')
('a8d04a18-6219-4991-a50a-9fe03af0ef6b'	'ItsOriginal'	'70.27.49.203')
('a8d27df1-c5cf-4f58-a0ae-b29e69d8ad67'	's1ckdood'	'2.108.172.237')
('a8d2f76b-7b66-4088-b0eb-0f7c06a8a541'	'xRektinq'	'167.58.99.120')
('a8d46d0e-df58-4c24-80bc-6745b0265d4e'	'purcifity'	'67.142.113.86')
('a8d47e57-8dcd-4c34-bc21-9b5276b30630'	'TeoooTv'	'23.240.54.169')
('a8d54016-ed34-483b-b448-385f1d730a8c'	'Rhino2004'	'149.135.26.17')
('a8d5f77f-c825-4d54-99db-cd1ea8bfe146'	'undosster'	'200.125.106.178')
('a8d7b2c0-65ff-4e91-a822-9e0b65eeaac5'	'Vicodine'	'43.254.163.208')
('a8d8332c-00fe-4031-994b-5b50fe007fcc'	'PlayLukkie'	'84.87.14.219')
('a8da657a-2b8f-4170-b329-ec19458c2039'	'MysteriousManYT'	'108.207.146.163')
('a8dbd561-8ee0-4f3b-983f-d24bffee36de'	'ItsHulkFTW'	'62.101.146.227')
('a8dc5ddb-a611-4d07-a224-60d95c70e02d'	'OTSlax'	'68.106.62.214')
('a8dea1e9-ceff-43a7-9eef-308dbc0c11f2'	'WasaBea'	'86.94.19.68')
('a8e13b2c-7343-44d2-87a7-f6a39e9ac6ea'	'ExtraSalt'	'50.53.180.62')
('a8e2df2a-34cf-45e2-8e3d-9e080d4f8545'	'Hamster_pro'	'85.230.46.17')
('a8e5a9d8-5c45-49e0-be30-10ffc7e85044'	'alone'	'76.91.249.227')
('a8e65cda-d1c0-486b-ba24-33afc3f8e49b'	'30vs1'	'82.55.165.246')
('a8e71c93-3a01-440f-86c0-8c12d45cda52'	'Voji'	'173.62.242.226')
('a8e81d0c-fc10-4271-ab87-c0d29bc9cfdd'	'TheRedSavagesDad'	'83.255.214.174')
('a8e88566-1686-4557-9239-14da153d75eb'	'Jonnie_'	'81.107.11.28')
('a8e8a782-d42a-469d-b804-ebb7c4818bc3'	'ImBadL'	'108.231.7.150')
('a8ea2247-8f51-4fdb-95bc-f3372c33785e'	'Weeb_Trashh'	'173.80.145.206')
('a8eb8644-8fcd-42e3-8dcf-2466b68c7381'	'Michaeal'	'71.50.93.121')
('a8ec24f3-2926-4509-ac2b-912681a1c2c8'	'JAPHY'	'203.87.133.152')
('a8ecaea7-d78b-4f14-94eb-25487d2de301'	'Portscanner'	'79.69.136.209')
('a8ed8ec9-ea9b-4d24-873f-51701213694a'	'ThaMuki'	'176.72.194.153')
('a8ee83fd-e582-4a69-ab89-970816836a89'	'SGFFA'	'174.19.229.173')
('a8f0ba52-ed7e-4884-b014-451cc22141ca'	'BittenCheeseIt'	'104.49.83.19')
('a8f0c0f2-306f-4925-81d5-32ee7725d267'	'AgeOfWar'	'93.38.147.146')
('a8f10b05-79bf-4534-8deb-d61f5de69293'	'Swiftin'	'86.90.46.240')
('a8f19729-8531-43de-8cd7-29d08185ad77'	'FleXo0'	'91.58.228.203')
('a8f1f191-070d-48a0-8cba-cc414164ddf3'	'xX_ProGamerYT_Xx'	'172.56.27.167')
('a8f4fd5d-4f35-4ead-a520-c4db726b2b4e'	'Swishing'	'24.35.165.78')
('a8f7bcff-f39c-41cd-95a7-d9167bd29e57'	'Jewush'	'69.180.161.222')
('a8f7caa3-df98-4ef6-915f-a7790fe6a4ad'	'grape67959'	'81.132.144.74')
('a8f9eb89-1d27-4dab-8f7f-7f125a6e5c89'	'chickenator987'	'108.3.152.131')
('a8fa9ddd-4c76-4d5b-9894-5171808c2b76'	'1RT'	'107.4.101.30')
('a8fe9fbf-9fc0-408b-abb7-bf03db623cd9'	'turkif'	'88.217.180.235')
('a901b0b6-cd44-4848-8680-c8a42e4a483e'	'sallyboy731'	'47.20.149.55')
('a9033e70-08b1-4c1b-b6d0-7ba8c9c9fe94'	'ComboStomBo'	'77.170.233.135')
('a9073c35-3d9d-4a80-b31b-79fc1d6a2cdd'	'_Mystiqal_'	'109.151.54.32')
('a90941d0-9c8d-4b15-845a-ec2cb00d564f'	'Alfietheabuser1'	'207.244.78.55')
('a90aaf32-52fb-46ec-acf3-4023c4db793c'	'Deadeye278'	'109.240.57.21')
('a90be681-0d8d-4d76-9094-c609a5d4596a'	'WhatHappens'	'178.31.169.205')
('a90c76ea-c5d3-4400-b5ab-14eee61ab6cc'	'ColdAirIntake'	'42.61.142.244')
('a90caca8-a1e9-4d5c-8aa4-5a7ec9f43fe5'	'ATrueAfrican'	'75.9.172.139')
('a91157ca-ea5b-4474-b340-69bd4a8fb537'	'_NoSoyRogert_'	'190.234.106.87')
('a9120eb9-30bd-42a9-85f4-7fdd716de0ad'	'Sculp'	'71.237.226.201')
('a9125ef6-2b19-418d-9fb0-e27c4a30d5ae'	'vvl'	'188.152.100.54')
('a916ce4b-7ae6-4af0-8ace-6d9b74c4b456'	'gameover384'	'88.201.84.7')
('a9198fad-defa-4432-a16b-a35925b45d7b'	'Littlefisher123'	'121.208.83.107')
('a91bc9fd-79a7-497e-a28b-b316d4092aeb'	'fatto12'	'148.75.103.213')
('a91c83fb-c15a-44ed-bb34-8bce9fb25df5'	'AdrianSenda'	'70.118.213.148')
('a91d028a-7b28-476a-8518-644a8c1b829c'	'Activis'	'76.68.41.28')
('a91d3781-7f6a-4e36-9cec-7269ae20517b'	'PapaDragonFX'	'68.199.41.239')
('a91d4f65-47a5-4be2-bd9e-24343848e8b7'	'koala92'	'23.241.77.133')
('a9200f52-8b38-4bc8-8c54-3af549dd4ab1'	'DaddyKill'	'97.123.22.75')
('a9210c24-e38c-451c-ae7c-37ef12872c97'	'LevelFive'	'202.220.237.18')
('a9219e7f-b8b4-4362-8b13-a0cdba883920'	'Ximaroz'	'90.40.197.236')
('a9222467-0dfc-4a6b-914c-4c13574ac304'	'foxstarMC'	'81.155.229.131')
('a92e61fb-0b1f-4542-aa54-98fe3532f78b'	'Mather'	'68.6.130.211')
('a92ec989-ae0e-44fd-9bdf-c6cf8796a71f'	'CRAZYxxZAC'	'174.116.78.219')
('a92f0098-c39b-4902-bc97-3059c265dff4'	'Torkyal'	'93.142.190.96')
('a9336b9b-5f95-4da6-951d-5713659ec653'	'Shaiizuuuu'	'94.111.202.93')
('a933b710-7c88-4e56-85a0-8b69944ba137'	'Sweatyyyy'	'86.146.204.196')
('a9360e16-ca5f-4d2d-a55a-a1c807968631'	'KilluaEX'	'46.36.36.115')
('a937906d-3ebb-4ef0-b387-6f39a164271f'	'Rawwwr'	'75.54.220.173')
('a9395909-fb60-4f66-b66a-ef598ec9532b'	'BendOverMommy'	'217.209.171.218')
('a93bebda-e01b-42d5-a912-c75a721e685c'	'MyLittlePanda'	'179.43.133.139')
('a93ce540-cecc-4382-a6e3-65fc77218981'	'_Zaplin_SW'	'188.222.103.249')
('a93fbc99-35a0-46ec-bef0-a525012d6ebd'	'Fackn'	'70.127.204.214')
('a9439f5c-5c6a-4f18-83e6-75ca3eb994ac'	'aseswolf'	'62.195.185.236')
('a944c804-eb6a-44cf-8dec-f44393f87882'	'Kroab'	'173.72.104.177')
('a9461c6f-157d-458b-9669-621a77dfec01'	'Sparth'	'71.7.169.19')
('a9463bbb-b094-41c4-a89a-8a014bc91cd5'	'CoopMastermind'	'173.171.194.253')
('a948b58a-2951-4d95-a505-901d76eaf27d'	'OGThugSavage'	'98.176.181.229')
('a949af76-097b-4a49-b5ac-b4da023b4f25'	'ImCombo'	'81.102.196.144')
('a94b7c99-e958-424e-a5d0-f7ad1d8e9ecd'	'HillaryVsDonald'	'108.225.96.135')
('a94d177e-e969-4687-b9fc-fdab6ba35b0e'	'NiklasUsed'	'83.135.126.180')
('a94ea431-f218-4c67-9f7b-f181e5825552'	'WestPixel'	'75.144.121.253')
('a94f5c2e-23db-48bf-8817-9fb6e9d456e6'	'Lochagos'	'69.62.168.172')
('a954c7ee-72da-44a3-a16d-4b65097ccbac'	'eThug'	'173.91.103.109')
('a954ff10-77d7-4cf3-87db-ec67bbdf2e77'	'Anouk1999'	'176.62.41.32')
('a955365a-1dcb-4e0a-84d2-64cb547929cd'	'Scorpzzz'	'212.139.75.188')
('a956379f-6051-4f96-9401-0ae4addeae68'	'linyuda'	'75.177.75.9')
('a9563dc7-af35-4de1-a8a8-d6e190845b34'	'CrazyCyanWolf'	'193.92.127.103')
('a957b97d-cf7b-4f9c-ae9d-e1c208c10291'	'and031rew'	'23.243.114.16')
('a95bc1b8-dad4-4f31-b2c8-eb2e03ae11d6'	'odiem123'	'69.131.38.7')
('a95bcba1-39e0-4317-860d-41c119fa13bf'	'PolqrMoosh'	'67.237.86.248')
('a9605126-e3c0-4728-b505-dc5134214b54'	'RoboBlokks'	'107.140.237.167')
('a960f973-af09-450f-9d55-a334f565829d'	'CL_iReak'	'90.104.69.28')
('a965b1ea-16f1-4bd5-bfeb-cf22ba93d9ee'	'aRandySquid'	'46.116.98.245')
('a965c6a0-964d-4c53-ad80-ec6efdc07bca'	'ThatComboTho'	'198.133.8.2')
('a966ce34-399c-4586-a753-72b27cc6700d'	'Zeldadudeman'	'73.155.110.76')
('a967e5df-b066-4152-b551-d09a1d406acd'	'nynomis'	'83.250.69.36')
('a9717ae1-b991-4c0b-b240-ea6c74a72e2a'	'Agarnux'	'82.58.141.28')
('a9727c97-bd27-458d-bd49-a688ec67c74c'	'Monclaire'	'62.238.76.10')
('a974f545-5b9a-4c9e-bb0a-da79fdb21288'	'BlackBaby'	'76.201.76.204')
('a97522eb-ef0f-44ae-a8c8-ac932a6685b4'	'Your2EzPz'	'74.105.96.80')
('a976a709-829f-40e4-b7e7-a3eae1c7a03f'	'Milet'	'2.122.121.108')
('a9787719-e767-42f3-8e7d-cf4dd6cc7e67'	'soccerdude0801'	'216.244.252.168')
('a979edc1-1358-4fb1-90b1-5f10c27a58cf'	'ProXStamina'	'92.14.249.96')
('a97b6370-87fb-4389-863e-49f6d38840a7'	'ExpiredPvP'	'73.0.147.56')
('a97c6b74-9196-4936-a229-07b5b88ba86a'	'JuraDelijaFTW'	'178.220.88.181')
('a981d7db-23bd-4ea1-9e9c-9b920d992a89'	'SHORTS'	'73.170.164.26')
('a984dc9c-bbba-4c98-8cce-bc683f435309'	'muscleman40'	'173.46.77.178')
('a9851fdb-ab39-4796-a8e1-29e8980c21c3'	'BuyIT'	'99.243.191.184')
('a98d4c48-a452-4e6f-b840-e5021dc3db11'	'HeyBabe'	'184.161.81.198')
('a98e7555-7cb1-4134-a476-a19f2a0e3bf1'	'aWild'	'86.157.95.22')
('a98f1621-6e79-436b-ad4c-dbd3c2084482'	'Animater'	'107.128.200.76')
('a98f6891-e161-4082-96cc-64366b8f8255'	'ToggleVision'	'82.75.222.108')
('a990bc6b-d46c-4c1b-8247-7bca7e9d41ad'	'GotHerpesToday'	'69.137.106.183')
('a992d269-2513-4ecb-92fc-5e669df066e1'	'Y4G'	'198.29.33.161')
('a993889d-e8fa-4c60-b0c6-0c2f7a53757a'	'Marko_YT'	'93.142.203.36')
('a9954fec-e790-43b0-9dbd-c5e8b44b7dce'	'Stumpay'	'84.104.165.50')
('a9955a25-e3da-489a-a15e-e17679e7af65'	'Yuunaaa'	'91.105.66.233')
('a99bc831-c512-4e45-99d9-30093881cf58'	'PinkCandyftw'	'108.46.101.119')
('a99dabcd-89d0-4e91-81f8-e6ddd0ff5582'	'Bossben211'	'167.62.197.14')
('a99e2a46-cb28-4a25-a242-cee1907231fe'	'Throwen'	'5.102.211.126')
('a99efbad-999c-4321-b343-888e4bb0cc5a'	'zVirtualPvPz'	'75.118.196.79')
('a9a6787d-8148-4e76-bf2e-7f699e1af957'	'Dolphin061'	'94.242.252.48')
('a9a68958-7ea2-4712-9970-f06c95f041dc'	'MasterMinecart'	'98.114.192.213')
('a9a75dae-3163-4db0-8969-ecfcd158de0c'	'BabyJittz'	'73.213.33.38')
('a9a78533-0fa2-4b48-8b8d-ba7fe9f4afa8'	'Euphoribus'	'2.108.13.10')
('a9aa0f14-7dd4-45ae-89e0-f83eea246fe0'	'BBsquad23'	'76.102.61.37')
('a9ab5fa6-1515-490f-b0e4-ae4f55fc7fa7'	'M4A2'	'184.97.140.202')
('a9ac3a6f-a634-4ea3-8622-f9f3b3f6c8bf'	'stinkybottoms'	'173.28.16.146')
('a9b16cf2-190b-4c48-bffa-b3461f143ddd'	'RebelisGod'	'75.70.176.138')
('a9b3b140-d676-49ae-8a15-7ae6c46d50a2'	'flokiller17'	'109.220.11.10')
('a9bcd670-da2e-49c3-9ef1-1d001b8c2a9e'	'Juliene_Jobs'	'96.237.114.222')
('a9bd709a-4a5d-429e-ba3a-369624445317'	'CrackNoz'	'105.158.124.217')
('a9bdb997-cf37-4c63-bf8e-f21499866f9a'	'Sp4zzyBanana'	'162.157.53.68')
('a9be6c44-bc94-4fe5-98e4-a32a8e1e2dc2'	'Deivos654'	'78.99.198.2')
('a9be7783-e9bf-491b-bd09-bca12e596693'	'RT_Neko_01'	'66.25.70.66')
('a9cbabc9-601b-420a-a368-4752c8408a7b'	'SpecialKarma76'	'41.141.77.218')
('a9cce4de-8faa-4f9f-ba3a-d6742b740c6e'	'HandingULs'	'50.190.168.60')
('a9ccf0ee-f2e1-441a-88c0-79c64e063081'	'Solle'	'87.100.138.59')
('a9ceb2f9-a8e2-4bce-be30-fda21c3dac29'	'Riyadh'	'100.38.108.221')
('a9cf0948-1a21-469b-9fc9-c22d51231d1e'	'H0RNY'	'45.22.132.92')
('a9cf6ced-e4ff-44be-8f18-169c9823c91d'	'XxVassyxX'	'81.154.113.21')
('a9d0384c-bfff-462d-8f2b-87aa7c5451ab'	'Viciously'	'47.34.216.185')
('a9d18b70-a1fd-48af-8bc5-619f21c0afaa'	'hairlion'	'71.224.162.97')
('a9d1bf3b-808d-4157-9c9d-20fb2a195fd2'	'zVaZqueZClient_'	'187.250.97.173')
('a9d36177-488b-4ca7-8b82-e304b4ad37b7'	'BroL'	'84.245.12.253')
('a9d65319-1330-4a49-a5aa-01f14d4b1a38'	'sstundzia'	'89.238.166.136')
('a9d7663c-8f7d-41b6-8c61-c6c10698177f'	'NumbAss'	'73.202.25.146')
('a9d7a736-0b55-4987-87fc-4584d49d3509'	'Dudextreme11'	'162.250.152.94')
('a9d9ec0b-f6b5-491d-a5ed-91989206fece'	'oMassacre'	'47.151.26.71')
('a9da1f24-4054-4c44-842d-1dc5e538c389'	'ClutcherOG'	'85.157.128.106')
('a9dce936-ad82-4982-89bb-8f3ba7abe495'	'Emilleh'	'81.107.54.131')
('a9dea3c1-4636-484c-8506-7f371309d50e'	'StubbahhMC'	'86.132.175.23')
('a9dee95c-ba6e-4b56-9c59-48d475dd0128'	'FloralWhite'	'73.66.54.199')
('a9dfb55a-0e0d-4faa-825d-c00a4401891e'	'Kezioh'	'90.5.164.174')
('a9e02dd3-0a76-4c6d-a04a-b020879e41e7'	'NoHaxJustTornado'	'179.8.120.190')
('a9e1541f-2169-435b-976f-a49cd517cd66'	'idkbro'	'216.249.84.160')
('a9e39f89-d122-4acb-b624-905bed25b31d'	'ZiqtySr'	'82.74.88.34')
('a9e40484-5f3b-4c65-b99b-7c09443ae3cb'	'AndiCake'	'173.217.17.177')
('a9e7220a-b978-41f3-bead-2f6576593191'	'IGasJews'	'24.15.57.195')
('a9ea110c-dce1-4c45-a349-2963590e095b'	'hostaadam'	'68.117.56.16')
('a9ebbd41-eb58-41d0-8d31-96562a55d4e9'	'MouseyFB'	'2.49.161.127')
('a9edfdd3-3cb5-4673-a66d-cc38895a458f'	'MustBeMagic'	'83.218.112.9')
('a9f0caac-9756-45c1-af32-1884d7ca03cb'	'iSkyPvP'	'190.43.18.181')
('a9f3671a-7d26-40ab-a6a2-48acf469070e'	'kylethekking'	'73.86.206.253')
('a9f3f446-1fc8-4426-ac78-62fa9b608a42'	'yourdadsdaughter'	'78.100.233.204')
('a9f4eb2e-860d-4111-8b4d-f48e19797cc2'	'DragoDerpJr'	'107.183.242.44')
('a9f74ef1-b305-426a-adba-536308da4e13'	'iTztweats_'	'181.95.179.58')
('a9f88961-d2de-47ba-8ed8-2d6013a3a9ee'	'JackGamingZ'	'103.51.149.190')
('aa01dd0d-9129-44b1-b0f3-46fa924f9d96'	'iRodLex'	'79.177.211.14')
('aa02ed07-b999-49ab-9969-3f88382d55c8'	'bakawa'	'23.27.14.245')
('aa050730-08ef-49f6-aed3-ca75f6f80e06'	'Firelings'	'108.12.203.84')
('aa05862d-608d-4804-8168-38d18bc36a8c'	'jakethesnake0609'	'184.148.37.84')
('aa0696ce-bb0f-449f-ad52-e3e40bd6daa1'	'EvProM4G1C'	'90.214.59.111')
('aa089e3c-188e-43fe-8070-77eb599832e9'	'Silency_'	'78.200.245.75')
('aa09b375-463f-439b-932d-ff51b96dc613'	'ItsCalm'	'204.93.58.94')
('aa09caa0-2da7-42ba-a418-122531126b4d'	'krvl_mleko'	'188.137.39.83')
('aa0ae16b-512e-460c-b615-9746775b87f8'	'SnakeSurge'	'45.36.19.7')
('aa0bf79c-15ee-4291-b501-1b17a9103550'	'Magikarps'	'104.32.40.156')
('aa0de20f-ca1f-4c14-96eb-14d0e85bfa7f'	'_SilverSlayer_'	'69.126.5.2')
('aa121794-b3ce-406f-85f9-2ed4e01e65b7'	'WMKDanny'	'121.222.54.211')
('aa147d61-5aa8-4f9d-8414-0817baffb1ef'	'shhhfgtt'	'51.175.29.11')
('aa15dd48-a6e1-46e9-bcd9-797ee2deb611'	'Nikolonias'	'151.62.75.19')
('aa18e9de-8932-4f94-b0d0-3d1093fbbef1'	'NathanDatProHD'	'67.167.57.84')
('aa1a290b-e486-4bf4-aac2-d77143361ffc'	'tenerific'	'45.59.72.176')
('aa1c3db7-d71b-4ae9-92df-92567f6c6b6b'	'minebusters7'	'83.87.169.123')
('aa1e9478-5e00-4904-814f-c27ab164cdbc'	'ZylowhBrokenShed'	'86.179.53.65')
('aa1f298d-d0da-403c-ba4e-9b3268df943e'	'mrmarshmallow35'	'184.12.41.250')
('aa1f3da5-8fdf-4508-8329-5c8c6943ecef'	'jocavuk'	'93.86.145.188')
('aa1fdf04-6dbc-471d-af75-f5f26d3f4e8c'	'JoshML4'	'130.105.215.188')
('aa203c83-11eb-4fdd-8f16-db3d40a580c2'	'Vapinq_'	'108.207.70.19')
('aa2079ca-bbc5-4c19-b3f4-e997f8c417a9'	'SpringtrapClient'	'24.217.153.102')
('aa287d81-7acb-47ce-99db-ccd2880e714a'	'JoeyTheClasher'	'90.204.128.101')
('aa2a7558-f418-461e-a3f9-037008f5ad4f'	'nutR'	'172.192.140.22')
('aa2c6ca5-a379-403c-b464-d189d6df9851'	'Terracor'	'82.229.181.152')
('aa2c7ee6-3e16-4c31-b806-0d4f87c782ea'	'Linkinq'	'76.206.61.136')
('aa2c8b13-f2c0-4d0c-9e67-a16f2a16bf89'	'SuperHamsterNL'	'83.128.178.171')
('aa31dde7-202e-4344-817a-910f278ce845'	'Tyros'	'83.117.161.79')
('aa34e884-81a5-495e-a047-c56966a9db22'	'Cookie61'	'73.50.1.208')
('aa35722d-037c-4319-b89b-3cf8bc665e54'	'_NiixoN_'	'178.221.238.25')
('aa368c49-d416-4e24-9454-7df15d5e3eb1'	'ty2y'	'81.96.63.14')
('aa39b448-bb47-40f2-b4fb-ae3ac1d707b6'	'Xx_BOSSGamer_xX'	'87.11.97.209')
('aa3b941d-80ba-49aa-9d7e-5dadabc8e967'	'Tiwaits'	'72.184.215.21')
('aa3c37e2-ba9f-49e4-bfd5-4c3f99b9ddc1'	'ItsVycro'	'74.193.30.172')
('aa3f2f78-f2b4-4db7-ada7-c638ac56aef4'	'XaltoR'	'86.82.41.251')
('aa3f9317-2af4-415e-8bb4-5b45ef50b981'	'BrianSop'	'50.182.113.188')
('aa4027a0-ada3-40c6-845e-64fbe2b05cd5'	'GoBackToMineplex'	'71.211.68.56')
('aa403bbb-2f3a-4f90-ad0c-1602dac5888c'	'HoeJuice'	'172.251.50.146')
('aa40c971-6520-472b-8a21-eeca21c78c1b'	'uYourDaddysSonEh'	'75.134.8.234')
('aa41374d-03d2-4ca9-a85e-ebd8984e5036'	'Lazio'	'73.213.192.52')
('aa46dea2-f9ba-46f0-ae75-95f31f413da3'	'LowestFPS'	'67.84.154.73')
('aa514119-055c-4556-a2ee-7d55bc83c426'	'Fisiowy'	'185.12.22.87')
('aa51853b-9574-44f8-8b86-b89e151e4290'	'NoerDK'	'151.24.225.125')
('aa54ddfc-b083-4b12-89c5-b2365c5479b4'	'KungFuKims'	'217.118.48.43')
('aa567b1a-e341-4998-b38c-35c8f6bd4382'	'BroSavage'	'66.108.50.39')
('aa57e0c3-e0a8-4152-9a0a-42eea817106b'	'wallas25'	'213.45.160.25')
('aa581007-d86b-4400-b960-95bf867fb8f6'	'MoveMeInTS'	'109.90.217.136')
('aa58a057-510a-4def-9334-9cfda19461ec'	'NlW_Klayz'	'205.151.61.169')
('aa58bb92-9c05-47b6-a703-fedb9e591164'	'vKOREM'	'83.24.44.244')
('aa5a5469-21c9-4b69-ad6b-6388f4fb613c'	'x4xavier'	'178.125.161.117')
('aa5b195d-5136-4e2a-8876-dc9877aa0841'	'lerflip'	'217.211.179.58')
('aa5bc2e9-bfd9-4571-99fa-c3051e35e2fd'	'SolarSunMC'	'74.75.42.168')
('aa5cd659-48a4-43ca-951d-ac3ab75630bc'	'Gloryblade68'	'206.188.230.239')
('aa5d203c-efcf-48ca-ac17-532fc91271f6'	'ByKiko320_'	'85.137.120.48')
('aa5de036-0b6e-447a-90c9-400dad542573'	'WoogeyBoogey2009'	'74.15.223.95')
('aa600482-f434-44b1-ab3e-d7174467c7a9'	'Kyupid'	'90.204.34.250')
('aa61614a-df9b-43e9-a138-988395b123c7'	'tityhoes'	'31.210.125.109')
('aa628095-9bee-46f3-976a-a2a12f5d945c'	'baconater2004'	'109.175.99.220')
('aa6310fa-ea9f-43a3-842a-aa01be6b08a3'	'Samuel_PvpYT'	'86.91.167.206')
('aa676be1-b626-45a8-9e96-319017844e8e'	'ClarenceIsComing'	'58.166.80.128')
('aa69a329-d7eb-4f92-8c55-83663bdfd437'	'Join'	'86.137.74.131')
('aa6aad7b-da94-4165-ac8b-1050513d5bd9'	'TJhockey22'	'162.231.235.75')
('aa6dce14-cfa4-4914-9322-2c2798666dc8'	'Streetrule'	'94.224.39.123')
('aa6f3a1b-6610-44e8-874d-b53ec770bbb3'	'tnt_mastermind'	'201.192.150.81')
('aa705487-3585-4186-ae11-95dea4541532'	'SinceImRandom'	'93.143.220.182')
('aa706352-db54-4d27-87db-d5fa8fd26274'	'Frimzy'	'172.91.200.195')
('aa714e84-54bd-4430-a71d-3655944cb387'	'XXELIX'	'108.228.208.210')
('aa740fbb-f84b-4c7f-9ec2-56a804abfb2b'	'LouiseDu13'	'86.192.237.216')
('aa74726f-7cf1-4651-a316-d050c88cef8a'	'teyy'	'68.131.1.250')
('aa74c82b-cf0b-4f34-9da6-51fe4e8d5412'	'FactionsCodeine'	'50.109.104.97')
('aa751c0e-a323-4c7b-aec2-032ab5cf1ca3'	'LouTheCactus'	'174.59.64.230')
('aa774a2d-f98d-4fbb-9f26-54bb916607f3'	'ImBagel'	'73.231.50.189')
('aa792925-a1e8-4516-884d-bd745d64708f'	'Epha'	'81.136.82.119')
('aa79a5dc-9cb0-4b26-ab72-09504c1686e4'	'OffPvP_eZ'	'179.7.211.250')
('aa7e076b-c47b-41fe-a10b-54b425b530fc'	'_TylerJoseph'	'50.161.229.228')
('aa8532f1-dec5-4dff-89f8-5dfd5748be4f'	'VaporEnvy'	'99.128.207.190')
('aa86f30b-4268-4e0a-95ee-a2411ca7c71e'	'AllSkill_'	'162.231.127.31')
('aa873c3e-afba-47af-8e20-b9baa29a28fb'	'Hopedarklord'	'162.195.50.78')
('aa8e7ae0-8985-4f75-8a64-e2b0b425b9c0'	'MakeMeChoke'	'71.79.33.194')
('aa8f8586-0a7b-4fc7-97f2-d31a8ffe1f9f'	'7reportDresth'	'178.9.243.43')
('aa934b7d-1394-4e2b-be84-1e8db2d51060'	'edgar607568999'	'135.23.252.59')
('aa9495fd-cfe2-4d4b-acb0-3d1535e7593d'	'Excidinq'	'24.10.105.18')
('aa96546b-2e18-4951-815d-2f9968ccbdbe'	'Cracked_Spook'	'47.17.49.240')
('aa969573-5469-4a7f-a1b7-65856f1994bc'	'MineRusinPL'	'37.248.152.134')
('aa9b83b4-fe0c-4f2c-8371-15ad69d95d92'	'lordalmner'	'78.129.231.137')
('aaa2491a-8681-49af-aa6b-c9a482e1780a'	'Janzic'	'78.102.235.146')
('aaa2dd46-2c48-4216-80df-0f78f43badec'	'AgentBuxa'	'88.113.125.79')
('aaa2e635-2d1a-46a8-b636-8b752f3127f6'	'JamesTheDog'	'202.62.16.98')
('aaa64e1b-0ecb-4624-8c67-c063ad977abd'	'Darice'	'108.48.201.54')
('aaa83dac-74ce-4a3d-a316-b214ff32a1ea'	'togl'	'73.160.82.202')
('aaacc59b-b79e-48fd-98d2-4f26cd97e9bd'	'LittleTargaryen'	'178.22.216.24')
('aaafb2d5-1a82-44f2-9913-ff03c35d8e65'	'EmiEngine'	'181.231.141.23')
('aab31c05-d6f4-48a9-aec9-eac81486727d'	'HerKulex'	'178.223.246.91')
('aab3cfb0-1af1-4f1f-b725-71d5b77f7a2e'	'Shakinq'	'204.210.130.242')
('aab85948-a300-4e6c-b948-86c90ffc4340'	'GaraPlaysYT'	'36.255.114.178')
('aab8a79a-90aa-48aa-9907-07e9bc421142'	'Anwy'	'84.211.151.253')
('aabc16ce-06c7-4dc9-94ad-d73fdb0b6f95'	'TomWanner'	'37.201.242.239')
('aac1a646-9870-4372-921b-68549e719b42'	'_Healthpots'	'107.184.150.50')
('aac4cbe6-a010-4219-86a8-47754568144d'	'RyderPvP'	'97.81.189.206')
('aac5bd2b-208e-4311-830b-2d26eec12ff0'	'WeirdRefill'	'93.140.14.241')
('aac63676-cfe3-49d5-8b7c-44853e7cee04'	'Scr4ed'	'141.138.44.68')
('aac785db-ac32-4abc-ac7f-fcba2dfa5bc5'	'ees1216'	'88.73.227.134')
('aac945af-d282-4839-bd5b-2c9686412b9f'	'xDannehSkai'	'104.184.201.27')
('aacb3d8c-1702-4aeb-8478-6e9ebf74cb46'	'LesR'	'99.43.32.149')
('aacc7fb4-f7f5-4481-8836-19a88f4c5477'	'iShadowStrafinq'	'50.159.11.89')
('aace1762-d6ea-4df6-9698-d19b11a4a4d0'	'IzzyFizzy420'	'50.93.123.18')
('aace2b56-5991-43e4-8a42-a0940cfc997b'	'Sharpness15'	'174.105.189.93')
('aacea83a-628d-4851-b763-cc19f53bb905'	'Dab4Freedom'	'190.18.59.8')
('aacf7733-a30a-4474-b3c4-2a11899c2bcb'	'saji4696'	'69.156.142.214')
('aad0d2e0-d885-4a20-a1d4-a12288549982'	'Hexofus'	'192.95.158.160')
('aad212a5-ad73-4eb4-8ffe-e3a6280e0e1c'	'Kwatts'	'70.173.27.66')
('aad22523-cc1c-46b4-b8be-5bd3f0f7d8ee'	'FlyingPhoen1x'	'76.24.229.24')
('aad32ace-2bee-4f17-a84b-38c5bb4dddf0'	'HSMCT_'	'79.175.75.180')
('aad64c35-4673-4f3e-98c3-d957691d4f55'	'Cerofox'	'184.161.150.213')
('aad6c37d-1e91-4e9c-96b1-aac951eb5170'	'Xx__Hamster__xX'	'176.24.216.5')
('aad94631-fb2b-48f5-8c88-973474ab5d8a'	'CreepersAce'	'68.190.216.209')
